task,model,dataset,n_seeds,n_points_per_cluster,proj,clustering,cluster distance,representative,k,pool size,recall,map
img2txt,albef,coco,2,5,tsne (pca),hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,5,10,tsne (pca),hdbscan,5,centroid,10,1000,0.32,0.15
img2txt,albef,coco,10,10,tsne (pca),hdbscan,5,centroid,10,1000,0.24,0.12
img2txt,albef,coco,1,10,tsne (pca),hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,2,10,tsne (pca),hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,5,20,tsne (pca),hdbscan,5,centroid,10,1000,0.48,0.27
img2txt,albef,coco,10,20,tsne (pca),hdbscan,5,centroid,10,1000,0.24,0.08
img2txt,albef,coco,1,20,tsne (pca),hdbscan,5,centroid,10,1000,0.04,0.04
img2txt,albef,coco,2,20,tsne (pca),hdbscan,5,centroid,10,1000,0.92,0.59
img2txt,albef,coco,5,30,tsne (pca),hdbscan,5,centroid,10,1000,0.68,0.39
img2txt,albef,coco,10,30,tsne (pca),hdbscan,5,centroid,10,1000,0.48,0.25
img2txt,albef,coco,1,30,tsne (pca),hdbscan,5,centroid,10,1000,0.64,0.38
img2txt,albef,coco,2,30,tsne (pca),hdbscan,5,centroid,10,1000,0.92,0.54
img2txt,albef,coco,5,5,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,10,5,tsne (pca),hdbscan,5,medoid,10,1000,0.08,0.02
img2txt,albef,coco,1,5,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,5,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,5,10,tsne (pca),hdbscan,5,medoid,10,1000,0.36,0.18
img2txt,albef,coco,10,10,tsne (pca),hdbscan,5,medoid,10,1000,0.12,0.07
img2txt,albef,coco,1,10,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,10,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,5,20,tsne (pca),hdbscan,5,medoid,10,1000,0.24,0.24
img2txt,albef,coco,10,20,tsne (pca),hdbscan,5,medoid,10,1000,0.36,0.17
img2txt,albef,coco,1,20,tsne (pca),hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,20,tsne (pca),hdbscan,5,medoid,10,1000,0.72,0.48
img2txt,albef,coco,5,30,tsne (pca),hdbscan,5,medoid,10,1000,0.52,0.26
img2txt,albef,coco,10,30,tsne (pca),hdbscan,5,medoid,10,1000,0.56,0.32
img2txt,albef,coco,1,30,tsne (pca),hdbscan,5,medoid,10,1000,0.52,0.26
img2txt,albef,coco,2,30,tsne (pca),hdbscan,5,medoid,10,1000,0.8,0.51
img2txt,albef,coco,5,5,tsne (pca),agglomerative,5,centroid,10,1000,1.0,0.46
img2txt,albef,coco,10,5,tsne (pca),agglomerative,5,centroid,10,1000,0.56,0.27
img2txt,albef,coco,1,5,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.5
img2txt,albef,coco,2,5,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.4
img2txt,albef,coco,5,10,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.49
img2txt,albef,coco,10,10,tsne (pca),agglomerative,5,centroid,10,1000,0.68,0.35
img2txt,albef,coco,1,10,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.45
img2txt,albef,coco,2,10,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.36
img2txt,albef,coco,5,20,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.64
img2txt,albef,coco,10,20,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.4
img2txt,albef,coco,1,20,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.5
img2txt,albef,coco,2,20,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.51
img2txt,albef,coco,5,30,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.55
img2txt,albef,coco,10,30,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.51
img2txt,albef,coco,1,30,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.53
img2txt,albef,coco,2,30,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.47
img2txt,albef,coco,5,5,tsne (pca),agglomerative,5,medoid,10,1000,0.64,0.32
img2txt,albef,coco,10,5,tsne (pca),agglomerative,5,medoid,10,1000,0.4,0.22
img2txt,albef,coco,1,5,tsne (pca),agglomerative,5,medoid,10,1000,0.96,0.43
img2txt,albef,coco,2,5,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.39
img2txt,albef,coco,5,10,tsne (pca),agglomerative,5,medoid,10,1000,0.76,0.44
img2txt,albef,coco,10,10,tsne (pca),agglomerative,5,medoid,10,1000,0.76,0.4
img2txt,albef,coco,1,10,tsne (pca),agglomerative,5,medoid,10,1000,0.96,0.51
img2txt,albef,coco,2,10,tsne (pca),agglomerative,5,medoid,10,1000,0.96,0.52
img2txt,albef,coco,5,20,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.44
img2txt,albef,coco,10,20,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.47
img2txt,albef,coco,1,20,tsne (pca),agglomerative,5,medoid,10,1000,1.0,0.56
img2txt,albef,coco,2,20,tsne (pca),agglomerative,5,medoid,10,1000,0.64,0.38
img2txt,albef,coco,5,30,tsne (pca),agglomerative,5,medoid,10,1000,0.84,0.41
img2txt,albef,coco,10,30,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.36
img2txt,albef,coco,1,30,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.42
img2txt,albef,coco,2,30,tsne (pca),agglomerative,5,medoid,10,1000,0.72,0.35
img2txt,albef,coco,5,5,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,10,5,pca,hdbscan,5,centroid,10,1000,0.08,0.01
img2txt,albef,coco,1,5,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,2,5,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,5,10,pca,hdbscan,5,centroid,10,1000,0.72,0.53
img2txt,albef,coco,10,10,pca,hdbscan,5,centroid,10,1000,0.68,0.41
img2txt,albef,coco,1,10,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,2,10,pca,hdbscan,5,centroid,10,1000,0.56,0.29
img2txt,albef,coco,5,20,pca,hdbscan,5,centroid,10,1000,0.92,0.61
img2txt,albef,coco,10,20,pca,hdbscan,5,centroid,10,1000,0.76,0.42
img2txt,albef,coco,1,20,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,2,20,pca,hdbscan,5,centroid,10,1000,0.88,0.66
img2txt,albef,coco,5,30,pca,hdbscan,5,centroid,10,1000,0.88,0.6
img2txt,albef,coco,10,30,pca,hdbscan,5,centroid,10,1000,0.64,0.33
img2txt,albef,coco,1,30,pca,hdbscan,5,centroid,10,1000,0,0
img2txt,albef,coco,2,30,pca,hdbscan,5,centroid,10,1000,0.92,0.6
img2txt,albef,coco,5,5,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,10,5,pca,hdbscan,5,medoid,10,1000,0.0,0.0
img2txt,albef,coco,1,5,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,5,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,5,10,pca,hdbscan,5,medoid,10,1000,0.72,0.39
img2txt,albef,coco,10,10,pca,hdbscan,5,medoid,10,1000,0.48,0.23
img2txt,albef,coco,1,10,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,10,pca,hdbscan,5,medoid,10,1000,0.56,0.2
img2txt,albef,coco,5,20,pca,hdbscan,5,medoid,10,1000,0.84,0.48
img2txt,albef,coco,10,20,pca,hdbscan,5,medoid,10,1000,0.44,0.21
img2txt,albef,coco,1,20,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,20,pca,hdbscan,5,medoid,10,1000,0.8,0.47
img2txt,albef,coco,5,30,pca,hdbscan,5,medoid,10,1000,0.84,0.45
img2txt,albef,coco,10,30,pca,hdbscan,5,medoid,10,1000,0.44,0.3
img2txt,albef,coco,1,30,pca,hdbscan,5,medoid,10,1000,0,0
img2txt,albef,coco,2,30,pca,hdbscan,5,medoid,10,1000,0.84,0.5
img2txt,albef,coco,5,5,pca,agglomerative,5,centroid,10,1000,0.92,0.56
img2txt,albef,coco,10,5,pca,agglomerative,5,centroid,10,1000,0.76,0.31
img2txt,albef,coco,1,5,pca,agglomerative,5,centroid,10,1000,0.96,0.54
img2txt,albef,coco,2,5,pca,agglomerative,5,centroid,10,1000,0.96,0.46
img2txt,albef,coco,5,10,pca,agglomerative,5,centroid,10,1000,1.0,0.49
img2txt,albef,coco,10,10,pca,agglomerative,5,centroid,10,1000,0.8,0.44
img2txt,albef,coco,1,10,pca,agglomerative,5,centroid,10,1000,0.96,0.42
img2txt,albef,coco,2,10,pca,agglomerative,5,centroid,10,1000,0.96,0.44
img2txt,albef,coco,5,20,pca,agglomerative,5,centroid,10,1000,1.0,0.53
img2txt,albef,coco,10,20,pca,agglomerative,5,centroid,10,1000,0.8,0.36
img2txt,albef,coco,1,20,pca,agglomerative,5,centroid,10,1000,0.96,0.52
img2txt,albef,coco,2,20,pca,agglomerative,5,centroid,10,1000,0.96,0.41
img2txt,albef,coco,5,30,pca,agglomerative,5,centroid,10,1000,0.96,0.44
img2txt,albef,coco,10,30,pca,agglomerative,5,centroid,10,1000,0.76,0.27
img2txt,albef,coco,1,30,pca,agglomerative,5,centroid,10,1000,1.0,0.47
img2txt,albef,coco,2,30,pca,agglomerative,5,centroid,10,1000,0.92,0.47
img2txt,albef,coco,5,5,pca,agglomerative,5,medoid,10,1000,0.88,0.49
img2txt,albef,coco,10,5,pca,agglomerative,5,medoid,10,1000,0.8,0.39
img2txt,albef,coco,1,5,pca,agglomerative,5,medoid,10,1000,0.92,0.51
img2txt,albef,coco,2,5,pca,agglomerative,5,medoid,10,1000,0.88,0.4
img2txt,albef,coco,5,10,pca,agglomerative,5,medoid,10,1000,0.92,0.39
img2txt,albef,coco,10,10,pca,agglomerative,5,medoid,10,1000,0.8,0.51
img2txt,albef,coco,1,10,pca,agglomerative,5,medoid,10,1000,1.0,0.63
img2txt,albef,coco,2,10,pca,agglomerative,5,medoid,10,1000,0.92,0.45
img2txt,albef,coco,5,20,pca,agglomerative,5,medoid,10,1000,1.0,0.42
img2txt,albef,coco,10,20,pca,agglomerative,5,medoid,10,1000,0.76,0.5
img2txt,albef,coco,1,20,pca,agglomerative,5,medoid,10,1000,1.0,0.56
img2txt,albef,coco,2,20,pca,agglomerative,5,medoid,10,1000,0.96,0.53
img2txt,albef,coco,5,30,pca,agglomerative,5,medoid,10,1000,0.96,0.36
img2txt,albef,coco,10,30,pca,agglomerative,5,medoid,10,1000,0.8,0.26
img2txt,albef,coco,1,30,pca,agglomerative,5,medoid,10,1000,1.0,0.5
img2txt,albef,coco,2,30,pca,agglomerative,5,medoid,10,1000,0.96,0.47
txt2img,albef,flickr30k,5,5,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,10,5,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,1,5,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,5,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,5,10,None,hdbscan,5,centroid,10,1000,0.04,0.01
txt2img,albef,flickr30k,10,10,None,hdbscan,5,centroid,10,1000,0.24,0.12
txt2img,albef,flickr30k,1,10,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,10,None,hdbscan,5,centroid,10,1000,0.16,0.13
txt2img,albef,flickr30k,5,20,None,hdbscan,5,centroid,10,1000,0.4,0.23
txt2img,albef,flickr30k,10,20,None,hdbscan,5,centroid,10,1000,0.16,0.06
txt2img,albef,flickr30k,1,20,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,20,None,hdbscan,5,centroid,10,1000,0.44,0.36
txt2img,albef,flickr30k,5,30,None,hdbscan,5,centroid,10,1000,0.4,0.26
txt2img,albef,flickr30k,10,30,None,hdbscan,5,centroid,10,1000,0.28,0.17
txt2img,albef,flickr30k,1,30,None,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,30,None,hdbscan,5,centroid,10,1000,0.52,0.29
txt2img,albef,flickr30k,5,5,None,hdbscan,5,medoid,10,1000,0.04,0.01
txt2img,albef,flickr30k,10,5,None,hdbscan,5,medoid,10,1000,0.08,0.05
txt2img,albef,flickr30k,1,5,None,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,5,None,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,5,10,None,hdbscan,5,medoid,10,1000,0.16,0.12
txt2img,albef,flickr30k,10,10,None,hdbscan,5,medoid,10,1000,0.08,0.04
txt2img,albef,flickr30k,1,10,None,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,10,None,hdbscan,5,medoid,10,1000,0.16,0.11
txt2img,albef,flickr30k,5,20,None,hdbscan,5,medoid,10,1000,0.4,0.25
txt2img,albef,flickr30k,10,20,None,hdbscan,5,medoid,10,1000,0.08,0.04
txt2img,albef,flickr30k,1,20,None,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,20,None,hdbscan,5,medoid,10,1000,0.36,0.24
txt2img,albef,flickr30k,5,30,None,hdbscan,5,medoid,10,1000,0.36,0.29
txt2img,albef,flickr30k,10,30,None,hdbscan,5,medoid,10,1000,0.12,0.07
txt2img,albef,flickr30k,1,30,None,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,30,None,hdbscan,5,medoid,10,1000,0.52,0.32
txt2img,albef,flickr30k,5,5,None,agglomerative,5,centroid,10,1000,0.04,0.02
txt2img,albef,flickr30k,10,5,None,agglomerative,5,centroid,10,1000,0.04,0.01
txt2img,albef,flickr30k,1,5,None,agglomerative,5,centroid,10,1000,0.84,0.59
txt2img,albef,flickr30k,2,5,None,agglomerative,5,centroid,10,1000,0.28,0.12
txt2img,albef,flickr30k,5,10,None,agglomerative,5,centroid,10,1000,0.04,0.04
txt2img,albef,flickr30k,10,10,None,agglomerative,5,centroid,10,1000,0.08,0.02
txt2img,albef,flickr30k,1,10,None,agglomerative,5,centroid,10,1000,0.92,0.57
txt2img,albef,flickr30k,2,10,None,agglomerative,5,centroid,10,1000,0.44,0.16
txt2img,albef,flickr30k,5,20,None,agglomerative,5,centroid,10,1000,0.12,0.03
txt2img,albef,flickr30k,10,20,None,agglomerative,5,centroid,10,1000,0.12,0.03
txt2img,albef,flickr30k,1,20,None,agglomerative,5,centroid,10,1000,0.8,0.53
txt2img,albef,flickr30k,2,20,None,agglomerative,5,centroid,10,1000,0.32,0.17
txt2img,albef,flickr30k,5,30,None,agglomerative,5,centroid,10,1000,0.12,0.06
txt2img,albef,flickr30k,10,30,None,agglomerative,5,centroid,10,1000,0.0,0.0
txt2img,albef,flickr30k,1,30,None,agglomerative,5,centroid,10,1000,0.8,0.6
txt2img,albef,flickr30k,2,30,None,agglomerative,5,centroid,10,1000,0.48,0.33
txt2img,albef,flickr30k,5,5,None,agglomerative,5,medoid,10,1000,0.12,0.04
txt2img,albef,flickr30k,10,5,None,agglomerative,5,medoid,10,1000,0.0,0.0
txt2img,albef,flickr30k,1,5,None,agglomerative,5,medoid,10,1000,0.52,0.38
txt2img,albef,flickr30k,2,5,None,agglomerative,5,medoid,10,1000,0.28,0.16
txt2img,albef,flickr30k,5,10,None,agglomerative,5,medoid,10,1000,0.2,0.14
txt2img,albef,flickr30k,10,10,None,agglomerative,5,medoid,10,1000,0.04,0.01
txt2img,albef,flickr30k,1,10,None,agglomerative,5,medoid,10,1000,0.68,0.4
txt2img,albef,flickr30k,2,10,None,agglomerative,5,medoid,10,1000,0.36,0.23
txt2img,albef,flickr30k,5,20,None,agglomerative,5,medoid,10,1000,0.16,0.13
txt2img,albef,flickr30k,10,20,None,agglomerative,5,medoid,10,1000,0.08,0.03
txt2img,albef,flickr30k,1,20,None,agglomerative,5,medoid,10,1000,0.72,0.5
txt2img,albef,flickr30k,2,20,None,agglomerative,5,medoid,10,1000,0.4,0.18
txt2img,albef,flickr30k,5,30,None,agglomerative,5,medoid,10,1000,0.16,0.11
txt2img,albef,flickr30k,10,30,None,agglomerative,5,medoid,10,1000,0.04,0.01
txt2img,albef,flickr30k,1,30,None,agglomerative,5,medoid,10,1000,0.76,0.48
txt2img,albef,flickr30k,2,30,None,agglomerative,5,medoid,10,1000,0.36,0.21
txt2img,albef,flickr30k,5,5,tsne (pca),hdbscan,5,centroid,10,1000,0.04,0.04
txt2img,albef,flickr30k,10,5,tsne (pca),hdbscan,5,centroid,10,1000,0.12,0.04
txt2img,albef,flickr30k,1,5,tsne (pca),hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,5,tsne (pca),hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,5,10,tsne (pca),hdbscan,5,centroid,10,1000,0.32,0.14
txt2img,albef,flickr30k,10,10,tsne (pca),hdbscan,5,centroid,10,1000,0.08,0.02
txt2img,albef,flickr30k,1,10,tsne (pca),hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,10,tsne (pca),hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,5,20,tsne (pca),hdbscan,5,centroid,10,1000,0.36,0.24
txt2img,albef,flickr30k,10,20,tsne (pca),hdbscan,5,centroid,10,1000,0.16,0.13
txt2img,albef,flickr30k,1,20,tsne (pca),hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,20,tsne (pca),hdbscan,5,centroid,10,1000,0.8,0.53
txt2img,albef,flickr30k,5,30,tsne (pca),hdbscan,5,centroid,10,1000,0.36,0.2
txt2img,albef,flickr30k,10,30,tsne (pca),hdbscan,5,centroid,10,1000,0.12,0.09
txt2img,albef,flickr30k,1,30,tsne (pca),hdbscan,5,centroid,10,1000,0.48,0.29
txt2img,albef,flickr30k,2,30,tsne (pca),hdbscan,5,centroid,10,1000,0.84,0.53
txt2img,albef,flickr30k,5,5,tsne (pca),hdbscan,5,medoid,10,1000,0.04,0.04
txt2img,albef,flickr30k,10,5,tsne (pca),hdbscan,5,medoid,10,1000,0.16,0.12
txt2img,albef,flickr30k,1,5,tsne (pca),hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,5,tsne (pca),hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,5,10,tsne (pca),hdbscan,5,medoid,10,1000,0.36,0.22
txt2img,albef,flickr30k,10,10,tsne (pca),hdbscan,5,medoid,10,1000,0.16,0.09
txt2img,albef,flickr30k,1,10,tsne (pca),hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,10,tsne (pca),hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,5,20,tsne (pca),hdbscan,5,medoid,10,1000,0.36,0.23
txt2img,albef,flickr30k,10,20,tsne (pca),hdbscan,5,medoid,10,1000,0.2,0.11
txt2img,albef,flickr30k,1,20,tsne (pca),hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,20,tsne (pca),hdbscan,5,medoid,10,1000,0.76,0.51
txt2img,albef,flickr30k,5,30,tsne (pca),hdbscan,5,medoid,10,1000,0.24,0.14
txt2img,albef,flickr30k,10,30,tsne (pca),hdbscan,5,medoid,10,1000,0.12,0.1
txt2img,albef,flickr30k,1,30,tsne (pca),hdbscan,5,medoid,10,1000,0.44,0.28
txt2img,albef,flickr30k,2,30,tsne (pca),hdbscan,5,medoid,10,1000,0.64,0.39
txt2img,albef,flickr30k,5,5,tsne (pca),agglomerative,5,centroid,10,1000,0.68,0.36
txt2img,albef,flickr30k,10,5,tsne (pca),agglomerative,5,centroid,10,1000,0.32,0.15
txt2img,albef,flickr30k,1,5,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.55
txt2img,albef,flickr30k,2,5,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.46
txt2img,albef,flickr30k,5,10,tsne (pca),agglomerative,5,centroid,10,1000,0.44,0.28
txt2img,albef,flickr30k,10,10,tsne (pca),agglomerative,5,centroid,10,1000,0.64,0.34
txt2img,albef,flickr30k,1,10,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.48
txt2img,albef,flickr30k,2,10,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.47
txt2img,albef,flickr30k,5,20,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.54
txt2img,albef,flickr30k,10,20,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.38
txt2img,albef,flickr30k,1,20,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.61
txt2img,albef,flickr30k,2,20,tsne (pca),agglomerative,5,centroid,10,1000,0.72,0.34
txt2img,albef,flickr30k,5,30,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.53
txt2img,albef,flickr30k,10,30,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.4
txt2img,albef,flickr30k,1,30,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.67
txt2img,albef,flickr30k,2,30,tsne (pca),agglomerative,5,centroid,10,1000,0.84,0.55
txt2img,albef,flickr30k,5,5,tsne (pca),agglomerative,5,medoid,10,1000,0.6,0.25
txt2img,albef,flickr30k,10,5,tsne (pca),agglomerative,5,medoid,10,1000,0.24,0.16
txt2img,albef,flickr30k,1,5,tsne (pca),agglomerative,5,medoid,10,1000,1.0,0.48
txt2img,albef,flickr30k,2,5,tsne (pca),agglomerative,5,medoid,10,1000,0.92,0.54
txt2img,albef,flickr30k,5,10,tsne (pca),agglomerative,5,medoid,10,1000,0.56,0.4
txt2img,albef,flickr30k,10,10,tsne (pca),agglomerative,5,medoid,10,1000,0.52,0.35
txt2img,albef,flickr30k,1,10,tsne (pca),agglomerative,5,medoid,10,1000,1.0,0.53
txt2img,albef,flickr30k,2,10,tsne (pca),agglomerative,5,medoid,10,1000,0.92,0.43
txt2img,albef,flickr30k,5,20,tsne (pca),agglomerative,5,medoid,10,1000,0.88,0.49
txt2img,albef,flickr30k,10,20,tsne (pca),agglomerative,5,medoid,10,1000,0.72,0.41
txt2img,albef,flickr30k,1,20,tsne (pca),agglomerative,5,medoid,10,1000,1.0,0.58
txt2img,albef,flickr30k,2,20,tsne (pca),agglomerative,5,medoid,10,1000,0.52,0.34
txt2img,albef,flickr30k,5,30,tsne (pca),agglomerative,5,medoid,10,1000,0.92,0.48
txt2img,albef,flickr30k,10,30,tsne (pca),agglomerative,5,medoid,10,1000,0.72,0.45
txt2img,albef,flickr30k,1,30,tsne (pca),agglomerative,5,medoid,10,1000,0.92,0.52
txt2img,albef,flickr30k,2,30,tsne (pca),agglomerative,5,medoid,10,1000,0.88,0.48
txt2img,albef,flickr30k,5,5,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,10,5,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,1,5,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,5,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,5,10,pca,hdbscan,5,centroid,10,1000,0.12,0.09
txt2img,albef,flickr30k,10,10,pca,hdbscan,5,centroid,10,1000,0.0,0.0
txt2img,albef,flickr30k,1,10,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,10,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,5,20,pca,hdbscan,5,centroid,10,1000,0.48,0.23
txt2img,albef,flickr30k,10,20,pca,hdbscan,5,centroid,10,1000,0.24,0.12
txt2img,albef,flickr30k,1,20,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,20,pca,hdbscan,5,centroid,10,1000,0.28,0.19
txt2img,albef,flickr30k,5,30,pca,hdbscan,5,centroid,10,1000,0.32,0.14
txt2img,albef,flickr30k,10,30,pca,hdbscan,5,centroid,10,1000,0.48,0.31
txt2img,albef,flickr30k,1,30,pca,hdbscan,5,centroid,10,1000,0,0
txt2img,albef,flickr30k,2,30,pca,hdbscan,5,centroid,10,1000,0.48,0.37
txt2img,albef,flickr30k,5,5,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,10,5,pca,hdbscan,5,medoid,10,1000,0.12,0.08
txt2img,albef,flickr30k,1,5,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,5,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,5,10,pca,hdbscan,5,medoid,10,1000,0.04,0.04
txt2img,albef,flickr30k,10,10,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,1,10,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,10,pca,hdbscan,5,medoid,10,1000,0.16,0.14
txt2img,albef,flickr30k,5,20,pca,hdbscan,5,medoid,10,1000,0.4,0.21
txt2img,albef,flickr30k,10,20,pca,hdbscan,5,medoid,10,1000,0.2,0.11
txt2img,albef,flickr30k,1,20,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,20,pca,hdbscan,5,medoid,10,1000,0.44,0.28
txt2img,albef,flickr30k,5,30,pca,hdbscan,5,medoid,10,1000,0.64,0.46
txt2img,albef,flickr30k,10,30,pca,hdbscan,5,medoid,10,1000,0.12,0.07
txt2img,albef,flickr30k,1,30,pca,hdbscan,5,medoid,10,1000,0,0
txt2img,albef,flickr30k,2,30,pca,hdbscan,5,medoid,10,1000,0.6,0.29
txt2img,albef,flickr30k,5,5,pca,agglomerative,5,centroid,10,1000,0.92,0.53
txt2img,albef,flickr30k,10,5,pca,agglomerative,5,centroid,10,1000,0.72,0.23
txt2img,albef,flickr30k,1,5,pca,agglomerative,5,centroid,10,1000,0.84,0.44
txt2img,albef,flickr30k,2,5,pca,agglomerative,5,centroid,10,1000,0.88,0.51
txt2img,albef,flickr30k,5,10,pca,agglomerative,5,centroid,10,1000,0.92,0.54
txt2img,albef,flickr30k,10,10,pca,agglomerative,5,centroid,10,1000,0.76,0.43
txt2img,albef,flickr30k,1,10,pca,agglomerative,5,centroid,10,1000,0.92,0.57
txt2img,albef,flickr30k,2,10,pca,agglomerative,5,centroid,10,1000,0.88,0.42
txt2img,albef,flickr30k,5,20,pca,agglomerative,5,centroid,10,1000,0.96,0.47
txt2img,albef,flickr30k,10,20,pca,agglomerative,5,centroid,10,1000,0.76,0.41
txt2img,albef,flickr30k,1,20,pca,agglomerative,5,centroid,10,1000,1.0,0.73
txt2img,albef,flickr30k,2,20,pca,agglomerative,5,centroid,10,1000,0.88,0.6
txt2img,albef,flickr30k,5,30,pca,agglomerative,5,centroid,10,1000,1.0,0.51
txt2img,albef,flickr30k,10,30,pca,agglomerative,5,centroid,10,1000,0.8,0.37
txt2img,albef,flickr30k,1,30,pca,agglomerative,5,centroid,10,1000,0.96,0.53
txt2img,albef,flickr30k,2,30,pca,agglomerative,5,centroid,10,1000,0.96,0.54
txt2img,albef,flickr30k,5,5,pca,agglomerative,5,medoid,10,1000,0.92,0.48
txt2img,albef,flickr30k,10,5,pca,agglomerative,5,medoid,10,1000,0.76,0.4
txt2img,albef,flickr30k,1,5,pca,agglomerative,5,medoid,10,1000,0.92,0.58
txt2img,albef,flickr30k,2,5,pca,agglomerative,5,medoid,10,1000,0.88,0.56
txt2img,albef,flickr30k,5,10,pca,agglomerative,5,medoid,10,1000,0.92,0.48
